Hash Size,Image Shape,Image Type,C-Val,Accuracy,Precision,Recall,Fit Time,Average Query Time
8,"(128, 64)",color/string_image/not_smooth,0.1,0.4996,0.4984828781967924,0.9244372990353698,7.121999979019165,0.0002912000020345052
8,"(128, 64)",color/string_image/not_smooth,10.0,0.4997333333333333,0.4985549132947977,0.9244372990353698,6.6509997844696045,0.00027760000228881836
8,"(128, 64)",color/string_image/not_smooth,100.0,0.4997333333333333,0.4985549132947977,0.9244372990353698,6.1549999713897705,0.00025373334884643553
8,"(128, 64)",color/string_image/not_smooth,1000.0,0.4997333333333333,0.4985549132947977,0.9244372990353698,6.011999845504761,0.00024733333587646485
8,"(128, 64)",color/string_image/smooth,0.001,0.4964,0.0,0.0,6.418999910354614,0.00025906667709350585
8,"(128, 64)",color/string_image/smooth,0.01,0.5037333333333334,0.6014760147601476,0.04315594387079693,5.819999933242798,0.00023746668497721355
8,"(128, 64)",color/string_image/smooth,0.1,0.5062666666666666,0.5915841584158416,0.0632777336510458,5.7790000438690186,0.00023879998524983724
8,"(128, 64)",color/string_image/smooth,10.0,0.506,0.59,0.06248345247550966,5.795000076293945,0.0002586666742960612
8,"(128, 64)",color/string_image/smooth,100.0,0.506,0.59,0.06248345247550966,6.0229997634887695,0.00023626667658487957
8,"(128, 64)",color/string_image/smooth,1000.0,0.506,0.59,0.06248345247550966,5.75,0.0002326666831970215
8,"(128, 64)",color/full_image/not_smooth,0.001,0.4945333333333333,0.0,0.0,5.604000091552734,0.00025480000178019206
8,"(128, 64)",color/full_image/not_smooth,0.01,0.4945333333333333,0.0,0.0,5.924999952316284,0.0002688000043233236
8,"(128, 64)",color/full_image/not_smooth,0.1,0.4945333333333333,0.0,0.0,5.960000038146973,0.0002521333376566569
8,"(128, 64)",color/full_image/not_smooth,10.0,0.494,0.0,0.0,5.687000036239624,0.00024973332087198895
8,"(128, 64)",color/full_image/not_smooth,100.0,0.494,0.0,0.0,6.150000095367432,0.00024413334528605143
8,"(128, 64)",color/full_image/not_smooth,1000.0,0.494,0.0,0.0,5.875,0.00025359999338785805
8,"(128, 64)",color/full_image/smooth,0.001,0.49946666666666667,0.49946666666666667,1.0,4.830999851226807,0.0002087999979654948
8,"(128, 64)",color/full_image/smooth,0.01,0.49946666666666667,0.49946666666666667,1.0,4.803000211715698,0.0002055999755859375
